t_s,i_a,soc,vp_v,ocv_v,vt_v
1353.0,1.0,0.8454166666666503,0.019999999393387088,3.854460806129173,3.799460806735786
1354.0,1.0,0.8452777777777614,0.019999999407173744,3.854329439677991,3.799329440270817
1355.0,1.0,0.8451388888888725,0.019999999420647067,3.854198095621429,3.7991980962007816
1356.0,1.0,0.8449999999999835,0.01999999943381418,3.854066773901252,3.7990667744674376
1357.0,1.0,0.8448611111110946,0.01999999944668204,3.8539354744593832,3.798935475012701
1358.0,1.0,0.8447222222222057,0.01999999945925745,3.853804197237898,3.79880419777864
1359.0,1.0,0.8445833333333168,0.019999999471547052,3.8536729421790277,3.7986729427074803
1360.0,1.0,0.8444444444444279,0.019999999483557348,3.853541709225153,3.798541709741596
1361.0,1.0,0.844305555555539,0.01999999949529468,3.853410498318814,3.798410498823519
1362.0,1.0,0.8441666666666501,0.019999999506765256,3.8532793094026965,3.798279309895931
1363.0,1.0,0.8440277777777612,0.019999999517975136,3.8531481424196423,3.7981481429016672
1364.0,1.0,0.8438888888888723,0.019999999528930248,3.8530169973126425,3.798016997783712
1365.0,1.0,0.8437499999999833,0.019999999539636378,3.8528858740248397,3.7978858744852033
1366.0,1.0,0.8436111111110944,0.01999999955009919,3.8527547724995257,3.7977547729494265
1367.0,1.0,0.8434722222222055,0.019999999560324208,3.8526236926801443,3.79762369311982
1368.0,1.0,0.8433333333333166,0.01999999957031684,3.8524926345102846,3.7974926349399674
1369.0,1.0,0.8431944444444277,0.019999999580082365,3.852361597933688,3.7973615983536053
1370.0,1.0,0.8430555555555388,0.019999999589625946,3.852230582894241,3.7972305833046147
1371.0,1.0,0.8429166666666499,0.019999999598952628,3.85209958933598,3.797099589737027
1372.0,1.0,0.842777777777761,0.01999999960806734,3.8519686172030854,3.796968617595018
1373.0,1.0,0.8426388888888721,0.0199999996169749,3.8518376664398883,3.7968376668229133
1374.0,1.0,0.8424999999999832,0.019999999625680016,3.8517067369908613,3.7967067373651813
1375.0,1.0,0.8423611111110942,0.019999999634187287,3.8515758288006254,3.796575829166438
1376.0,1.0,0.8422222222222053,0.019999999642501213,3.851444941813945,3.7964449421714437
1377.0,1.0,0.8420833333333164,0.019999999650626186,3.8513140759757305,3.796314076325104
1378.0,1.0,0.8419444444444275,0.0199999996585665,3.8511832312310332,3.7961832315724666
1379.0,1.0,0.8418055555555386,0.019999999666326353,3.8510524075250516,3.796052407858725
1380.0,1.0,0.8416666666666497,0.019999999673909846,3.8509216048031245,3.7959216051292146
1381.0,1.0,0.8415277777777608,0.019999999681320987,3.850790823010734,3.795790823329413
1382.0,1.0,0.8413888888888719,0.019999999688563693,3.8506600620935028,3.795660062404939
1383.0,1.0,0.841249999999983,0.01999999969564179,3.8505293219971977,3.795529322301556
1384.0,1.0,0.841111111111094,0.019999999702559022,3.850398602667723,3.795398602965164
1385.0,1.0,0.8409722222222051,0.019999999709319045,3.850267904051127,3.7952679043418076
1386.0,1.0,0.8408333333333162,0.01999999971592543,3.8501372260935938,3.795137226377668
1387.0,1.0,0.8406944444444273,0.019999999722381673,3.850006568741451,3.795006569019069
1388.0,1.0,0.8405555555555384,0.01999999972869118,3.849875931941162,3.7948759322124705
1389.0,1.0,0.8404166666666495,0.01999999973485729,3.8497453156393306,3.794745315904473
1390.0,1.0,0.8402777777777606,0.019999999740883262,3.849614719782697,3.7946147200418134
1391.0,1.0,0.8401388888888717,0.01999999974677228,3.849484144318142,3.7944841445713693
1392.0,1.0,0.8399999999999828,0.019999999752527454,3.8493535891926776,3.79435358944015
1393.0,1.0,0.8398611111110938,0.01999999975815183,3.8492230543534585,3.7942230545953066
1394.0,1.0,0.8397222222222049,0.019999999763648378,3.849092539747771,3.7940925399841228
1395.0,1.0,0.839583333333316,0.019999999769020005,3.8489620453230406,3.7939620455540206
1396.0,1.0,0.8394444444444271,0.01999999977426955,3.848831571026824,3.7938315712525545
1397.0,1.0,0.8393055555555382,0.019999999779399785,3.848701116806817,3.793701117027417
1398.0,1.0,0.8391666666666493,0.019999999784413428,3.8485706826108443,3.793570682826431
1399.0,1.0,0.8390277777777604,0.019999999789313123,3.8484402683868697,3.7934402685975566
1400.0,1.0,0.8388888888888715,0.019999999794101463,3.8483098740829855,3.7933098742888838
1401.0,1.0,0.8387499999999826,0.019999999798780976,3.848179499647422,3.793179499848641
1402.0,1.0,0.8386111111110937,0.019999999803354138,3.8480491450285355,3.793049145225181
1403.0,1.0,0.8384722222222047,0.01999999980782336,3.8479188101748196,3.792918810366996
1404.0,1.0,0.8383333333333158,0.019999999812191013,3.8477884950348957,3.7927884952227044
1405.0,1.0,0.8381944444444269,0.0199999998164594,3.84765819955752,3.7926581997410604
1406.0,1.0,0.838055555555538,0.01999999982063078,3.8475279236915734,3.7925279238709426
1407.0,1.0,0.8379166666666491,0.019999999824707352,3.847397667386074,3.7923976675613664
1408.0,1.0,0.8377777777777602,0.019999999828691276,3.8472674305901626,3.792267430761471
1409.0,1.0,0.8376388888888713,0.019999999832584655,3.847137213253115,3.7921372134205305
1410.0,1.0,0.8374999999999824,0.01999999983638955,3.847007015324331,3.7920070154879415
1411.0,1.0,0.8373611111110935,0.019999999840107967,3.8468768367533435,3.7918768369132354
1412.0,1.0,0.8372222222222045,0.019999999843741876,3.8467466774898074,3.7917466776460653
1413.0,1.0,0.8370833333333156,0.0199999998472932,3.8466165374835115,3.791616537636218
1414.0,1.0,0.8369444444444267,0.019999999850763808,3.8464864166843644,3.7914864168336004
1415.0,1.0,0.8368055555555378,0.01999999985415554,3.8463563150424087,3.7913563151882532
1416.0,1.0,0.8366666666666489,0.019999999857470186,3.846226232507808,3.7912262326503376
1417.0,1.0,0.83652777777776,0.0199999998607095,3.846096169030853,3.7910961691701432
1418.0,1.0,0.8363888888888711,0.019999999863875195,3.8459661245619596,3.7909661246980844
1419.0,1.0,0.8362499999999822,0.01999999986696894,3.84583609905167,3.7908360991847005
1420.0,1.0,0.8361111111110933,0.01999999986999237,3.845706092450647,3.7907060925806544
1421.0,1.0,0.8359722222222044,0.01999999987294709,3.8455761047096835,3.7905761048367363
1422.0,1.0,0.8358333333333154,0.019999999875834656,3.8454461357796883,3.7904461359038537
1423.0,1.0,0.8356944444444265,0.019999999878656596,3.8453161856117006,3.790316185733044
1424.0,1.0,0.8355555555555376,0.0199999998814144,3.8451862541568773,3.7901862542754627
1425.0,1.0,0.8354166666666487,0.01999999988410953,3.845056341366501,3.790056341482391
1426.0,1.0,0.8352777777777598,0.019999999886743405,3.844926447191972,3.7899264473052283
1427.0,1.0,0.8351388888888709,0.01999999988931742,3.844796571584818,3.7897965716955
1428.0,1.0,0.834999999999982,0.01999999989183293,3.844666714496681,3.789666714604848
1429.0,1.0,0.8348611111110931,0.019999999894291274,3.8445368758793306,3.789536875985039
1430.0,1.0,0.8347222222222042,0.019999999896693745,3.84440705568465,3.7894070557879562
1431.0,1.0,0.8345833333333152,0.019999999899041613,3.8442772538646484,3.7892772539656066
1432.0,1.0,0.8344444444444263,0.01999999990133612,3.844147470371449,3.7891474704701125
1433.0,1.0,0.8343055555555374,0.019999999903578484,3.844017705157299,3.78901770525372
1434.0,1.0,0.8341666666666485,0.01999999990576988,3.8438879581745593,3.788887958268789
1435.0,1.0,0.8340277777777596,0.019999999907911473,3.843758229375713,3.7887582294678013
1436.0,1.0,0.8338888888888707,0.019999999910004392,3.8436285187133588,3.788628518803354
1437.0,1.0,0.8337499999999818,0.019999999912049746,3.843498826140215,3.788498826228165
1438.0,1.0,0.8336111111110929,0.019999999914048616,3.8433691516091137,3.788369151695065
1439.0,1.0,0.833472222222204,0.019999999916002056,3.843239495073008,3.788239495157006
1440.0,1.0,0.833333333333315,0.019999999917911102,3.843109856484963,3.788109856567052
1441.0,1.0,0.8331944444444261,0.01999999991977676,3.842980235798162,3.7879802358783854
1442.0,1.0,0.8330555555555372,0.019999999921600016,3.842850632965904,3.787850633044304
1443.0,1.0,0.8329166666666483,0.019999999923381834,3.8427210479416023,3.7877210480182204
1444.0,1.0,0.8327777777777594,0.019999999925123156,3.8425914806787844,3.7875914807536613
1445.0,1.0,0.8326388888888705,0.019999999926824902,3.8424619311310937,3.7874619312042688
1446.0,1.0,0.8324999999999816,0.01999999992848797,3.842332399252286,3.787332399323798
1447.0,1.0,0.8323611111110927,0.019999999930113244,3.8422028849962335,3.78720288506612
1448.0,1.0,0.8322222222222038,0.01999999993170158,3.8420733883169174,3.7870733883852155
1449.0,1.0,0.8320833333333149,0.01999999993325382,3.8419439091684353,3.7869439092351813
1450.0,1.0,0.831944444444426,0.01999999993477078,3.8418144475049947,3.7868144475702237
1451.0,1.0,0.831805555555537,0.01999999993625326,3.8416850032809178,3.7866850033446644
1452.0,1.0,0.8316666666666481,0.01999999993770205,3.8415555764506357,3.7865555765129337
1453.0,1.0,0.8315277777777592,0.019999999939117913,3.8414261669686938,3.7864261670295756
1454.0,1.0,0.8313888888888703,0.019999999940501598,3.8412967747897464,3.786296774849245
1455.0,1.0,0.8312499999999814,0.019999999941853835,3.841167399868559,3.7861673999267054
1456.0,1.0,0.8311111111110925,0.01999999994317534,3.8410380421600077,3.7860380422168323
1457.0,1.0,0.8309722222222036,0.01999999994446681,3.8409087016190777,3.785908701674611
1458.0,1.0,0.8308333333333147,0.01999999994572893,3.8407793782008643,3.7857793782551354
1459.0,1.0,0.8306944444444258,0.019999999946962364,3.840650071860573,3.7856500719136106
1460.0,1.0,0.8305555555555368,0.019999999948167764,3.8405207825535146,3.7855207826053467
1461.0,1.0,0.8304166666666479,0.01999999994934577,3.8403915102351145,3.7853915102857685
1462.0,1.0,0.830277777777759,0.019999999950497,3.8402622548608982,3.785262254910401
1463.0,1.0,0.8301388888888701,0.01999999995162207,3.8401330163865066,3.785133016434884
1464.0,1.0,0.8299999999999812,0.01999999995272157,3.840003794767683,3.7850037948149615
1465.0,1.0,0.8298611111110923,0.019999999953796078,3.83987458996028,3.784874590006484
1466.0,1.0,0.8297222222222034,0.01999999995484617,3.839745401920255,3.7847454019654085
1467.0,1.0,0.8295833333333145,0.019999999955872393,3.8396162306036756,3.7846162306478033
1468.0,1.0,0.8294444444444256,0.019999999956875292,3.83948707596671,3.7844870760098344
1469.0,1.0,0.8293055555555366,0.0199999999578554,3.839357937965637,3.784357938007781
1470.0,1.0,0.8291666666666477,0.01999999995881323,3.839228816556837,3.7842288165980236
1471.0,1.0,0.8290277777777588,0.019999999959749295,3.839099711696798,3.7840997117370487
1472.0,1.0,0.8288888888888699,0.019999999960664084,3.83897062334211,3.783970623381446
1473.0,1.0,0.828749999999981,0.01999999996155808,3.838841551449472,3.783841551487914
1474.0,1.0,0.8286111111110921,0.01999999996243176,3.8387124959756793,3.7837124960132473
1475.0,1.0,0.8284722222222032,0.019999999963285584,3.838583456877639,3.7835834569143536
1476.0,1.0,0.8283333333333143,0.019999999964120004,3.8384544341123554,3.7834544341482355
1477.0,1.0,0.8281944444444254,0.01999999996493546,3.8383254276369403,3.7833254276720045
1478.0,1.0,0.8280555555555364,0.01999999996573238,3.838196437408603,3.7831964374428706
1479.0,1.0,0.8279166666666475,0.01999999996651119,3.8380674633846605,3.783067463418149
1480.0,1.0,0.8277777777777586,0.0199999999672723,3.8379385055225272,3.7829385055552547
1481.0,1.0,0.8276388888888697,0.019999999968016113,3.837809563779723,3.7828095638117065
1482.0,1.0,0.8274999999999808,0.01999999996874302,3.837680638113865,3.7826806381451217
1483.0,1.0,0.8273611111110919,0.019999999969453407,3.8375517284826755,3.782551728513222
1484.0,1.0,0.827222222222203,0.019999999970147647,3.8374228348439727,3.782422834873825
1485.0,1.0,0.8270833333333141,0.01999999997082611,3.837293957155681,3.7822939571848546
1486.0,1.0,0.8269444444444252,0.019999999971489154,3.8371650953758185,3.7821650954043293
1487.0,1.0,0.8268055555555363,0.01999999997213713,3.8370362494625074,3.7820362494903703
1488.0,1.0,0.8266666666666473,0.019999999972770376,3.836907419373967,3.781907419401197
1489.0,1.0,0.8265277777777584,0.01999999997338923,3.8367786050685186,3.781778605095129
1490.0,1.0,0.8263888888888695,0.019999999973994022,3.836649806504577,3.7816498065305826
1491.0,1.0,0.8262499999999806,0.019999999974585066,3.8365210236406595,3.781521023666074
1492.0,1.0,0.8261111111110917,0.019999999975162677,3.8363922564353805,3.781392256460218
1493.0,1.0,0.8259722222222028,0.019999999975727163,3.836263504847452,3.781263504871725
1494.0,1.0,0.8258333333333139,0.01999999997627882,3.836134768835684,3.781134768859405
1495.0,1.0,0.825694444444425,0.019999999976817937,3.836006048358982,3.7810060483821637
1496.0,1.0,0.8255555555555361,0.019999999977344803,3.8358773433763487,3.7808773433990037
1497.0,1.0,0.8254166666666471,0.019999999977859693,3.8357486538468857,3.780748653869026
1498.0,1.0,0.8252777777777582,0.01999999997836288,3.8356199797297883,3.7806199797514255
1499.0,1.0,0.8251388888888693,0.019999999978854634,3.8354913209843486,3.780491321005494
1500.0,1.0,0.8249999999999804,0.01999999997933521,3.8353626775699534,3.780362677590618
1501.0,1.0,0.8248611111110915,0.019999999979804867,3.835234049446088,3.7802340494662827
1502.0,1.0,0.8247222222222026,0.019999999980263847,3.8351054365723263,3.7801054365920623
1503.0,1.0,0.8245833333333137,0.019999999980712394,3.8349768389083434,3.779976838927631
1504.0,1.0,0.8244444444444248,0.01999999998115075,3.8348482564139053,3.7798482564327545
1505.0,1.0,0.8243055555555359,0.019999999981579142,3.8347196890488737,3.7797196890672944
1506.0,1.0,0.824166666666647,0.019999999981997797,3.8345911367732026,3.7795911367912045
1507.0,1.0,0.824027777777758,0.019999999982406938,3.834462599546941,3.7794625995645337
1508.0,1.0,0.8238888888888691,0.01999999998280678,3.8343340773302286,3.7793340773474218
1509.0,1.0,0.8237499999999802,0.019999999983197535,3.8342055700833013,3.7792055701001037
1510.0,1.0,0.8236111111110913,0.01999999998357941,3.834077077766485,3.7790770777829055
1511.0,1.0,0.8234722222222024,0.019999999983952604,3.8339486003401997,3.778948600356247
1512.0,1.0,0.8233333333333135,0.01999999998431732,3.8338201377649557,3.778820137780638
1513.0,1.0,0.8231944444444246,0.019999999984673743,3.833691690001357,3.778691690016683
1514.0,1.0,0.8230555555555357,0.01999999998502207,3.8335632570100966,3.7785632570250742
1515.0,1.0,0.8229166666666468,0.019999999985362477,3.8334348387519617,3.778434838766599
1516.0,1.0,0.8227777777777578,0.019999999985695148,3.8333064351878265,3.7783064352021314
1517.0,1.0,0.8226388888888689,0.01999999998602026,3.8331780462786598,3.7781780462926395
1518.0,1.0,0.82249999999998,0.01999999998633798,3.8330496719855174,3.778049671999179
1519.0,1.0,0.8223611111110911,0.019999999986648483,3.8329213122695487,3.7779213122829
1520.0,1.0,0.8222222222222022,0.019999999986951927,3.832792967091987,3.777792967105035
1521.0,1.0,0.8220833333333133,0.019999999987248475,3.8326646364141626,3.777664636426914
1522.0,1.0,0.8219444444444244,0.01999999998753828,3.8325363201974882,3.7775363202099497
1523.0,1.0,0.8218055555555355,0.019999999987821503,3.8324080184034703,3.777408018415649
1524.0,1.0,0.8216666666666466,0.019999999988098288,3.8322797309937,3.7772797310056014
1525.0,1.0,0.8215277777777577,0.01999999998836878,3.8321514579298612,3.777151457941492
1526.0,1.0,0.8213888888888687,0.019999999988633128,3.83202319917372,3.777023199185087
1527.0,1.0,0.8212499999999798,0.019999999988891466,3.8318949546871366,3.776894954698245
1528.0,1.0,0.8211111111110909,0.019999999989143934,3.831766724432054,3.77676672444291
1529.0,1.0,0.820972222222202,0.019999999989390664,3.8316385083705047,3.776638508381114
1530.0,1.0,0.8208333333333131,0.019999999989631784,3.831510306464607,3.776510306474975
1531.0,1.0,0.8206944444444242,0.019999999989867425,3.831382118676568,3.776382118686701
1532.0,1.0,0.8205555555555353,0.01999999999009771,3.8312539449686778,3.77625394497858
1533.0,1.0,0.8204166666666464,0.019999999990322762,3.8311257853033163,3.7761257853129933
1534.0,1.0,0.8202777777777575,0.0199999999905427,3.830997639642946,3.7759976396524033
1535.0,1.0,0.8201388888888685,0.01999999999075764,3.8308695079501183,3.7758695079593605
1536.0,1.0,0.8199999999999796,0.019999999990967694,3.830741390187466,3.7757413901964982
1537.0,1.0,0.8198611111110907,0.019999999991172975,3.830613286317712,3.775613286326539
1538.0,1.0,0.8197222222222018,0.01999999999137359,3.8304851963036577,3.775485196312284
1539.0,1.0,0.8195833333333129,0.019999999991569643,3.830357120108197,3.7753571201166274
1540.0,1.0,0.819444444444424,0.019999999991761244,3.830229057694299,3.775229057702538
1541.0,1.0,0.8193055555555351,0.01999999999194849,3.8301010090250256,3.7751010090330768
1542.0,1.0,0.8191666666666462,0.01999999999213148,3.8299729740635153,3.7749729740713835
1543.0,1.0,0.8190277777777573,0.019999999992310308,3.829844952772996,3.7748449527806858
1544.0,1.0,0.8188888888888683,0.019999999992485074,3.8297169451167736,3.7747169451242883
1545.0,1.0,0.8187499999999794,0.019999999992655868,3.8295889510582417,3.774588951065586
1546.0,1.0,0.8186111111110905,0.01999999999282278,3.8294609705608726,3.77446097056805
1547.0,1.0,0.8184722222222016,0.0199999999929859,3.829333003588225,3.7743330035952387
1548.0,1.0,0.8183333333333127,0.01999999999314531,3.829205050103935,3.7742050501107895
1549.0,1.0,0.8181944444444238,0.0199999999933011,3.8290771100717267,3.7740771100784256
1550.0,1.0,0.8180555555555349,0.019999999993453345,3.8289491834554004,3.773949183461947
1551.0,1.0,0.817916666666646,0.019999999993602132,3.828821270218843,3.7738212702252407
1552.0,1.0,0.8177777777777571,0.019999999993747537,3.828693370326016,3.773693370332268
1553.0,1.0,0.8176388888888682,0.019999999993889638,3.8285654837409693,3.7735654837470793
1554.0,1.0,0.8174999999999792,0.01999999999402851,3.828437610427828,3.7734376104337994
1555.0,1.0,0.8173611111110903,0.019999999994164224,3.8283097503508015,3.773309750356637
1556.0,1.0,0.8172222222222014,0.019999999994296854,3.8281819034741753,3.773181903479878
1557.0,1.0,0.8170833333333125,0.019999999994426473,3.82805406976232,3.773054069767894
1558.0,1.0,0.8169444444444236,0.019999999994553142,3.827926249179682,3.7729262491851285
1559.0,1.0,0.8168055555555347,0.019999999994676936,3.827798441690788,3.772798441696111
1560.0,1.0,0.8166666666666458,0.019999999994797915,3.827670647260245,3.7726706472654468
1561.0,1.0,0.8165277777777569,0.019999999994916143,3.8275428658527395,3.7725428658578233
1562.0,1.0,0.816388888888868,0.019999999995031686,3.8274150974330343,3.7724150974380026
1563.0,1.0,0.816249999999979,0.019999999995144603,3.827287341965974,3.772287341970829
1564.0,1.0,0.8161111111110901,0.019999999995254952,3.8271595994164778,3.7721595994212227
1565.0,1.0,0.8159722222222012,0.019999999995362793,3.8270318697495473,3.7720318697541844
1566.0,1.0,0.8158333333333123,0.019999999995468185,3.826904152930257,3.771904152934789
1567.0,1.0,0.8156944444444234,0.019999999995571182,3.8267764489237646,3.7717764489281933
1568.0,1.0,0.8155555555555345,0.019999999995671838,3.8266487576953,3.771648757699628
1569.0,1.0,0.8154166666666456,0.019999999995770203,3.8265210792101745,3.7715210792144043
1570.0,1.0,0.8152777777777567,0.019999999995866335,3.8263934134337725,3.771393413437906
1571.0,1.0,0.8151388888888678,0.01999999999596028,3.826265760331558,3.7712657603355977
1572.0,1.0,0.8149999999999789,0.019999999996052092,3.826138119869069,3.771138119873017
1573.0,1.0,0.8148611111110899,0.01999999999614182,3.8260104920119233,3.7710104920157814
1574.0,1.0,0.814722222222201,0.019999999996229506,3.8258828767258106,3.770882876729581
1575.0,1.0,0.8145833333333121,0.019999999996315198,3.8257552739764993,3.7707552739801837
1576.0,1.0,0.8144444444444232,0.019999999996398943,3.8256276837298313,3.7706276837334323
1577.0,1.0,0.8143055555555343,0.019999999996480784,3.8255001059517264,3.7705001059552457
1578.0,1.0,0.8141666666666454,0.019999999996560765,3.8253725406081758,3.770372540611615
1579.0,1.0,0.8140277777777565,0.01999999999663893,3.8252449876652497,3.770244987668611
1580.0,1.0,0.8138888888888676,0.019999999996715315,3.8251174470890885,3.770117447092373
1581.0,1.0,0.8137499999999787,0.019999999996789967,3.8249899188459113,3.769989918849121
1582.0,1.0,0.8136111111110897,0.019999999996862923,3.824862402902008,3.769862402905145
1583.0,1.0,0.8134722222222008,0.01999999999693422,3.8247348992237455,3.7697348992268114
1584.0,1.0,0.8133333333333119,0.019999999997003897,3.8246074077775614,3.7696074077805575
1585.0,1.0,0.813194444444423,0.019999999997071992,3.824479928529969,3.769479928532897
1586.0,1.0,0.8130555555555341,0.019999999997138536,3.8243524614475533,3.7693524614504144
1587.0,1.0,0.8129166666666452,0.01999999999720357,3.8242250064969743,3.7692250064997705
1588.0,1.0,0.8127777777777563,0.019999999997267127,3.824097563644963,3.7690975636476955
1589.0,1.0,0.8126388888888674,0.019999999997329237,3.823970132858325,3.7689701328609955
1590.0,1.0,0.8124999999999785,0.019999999997389935,3.8238427141039346,3.7688427141065444
1591.0,1.0,0.8123611111110896,0.019999999997449256,3.823715307348744,3.768715307351295
1592.0,1.0,0.8122222222222006,0.019999999997507227,3.823587912559772,3.7685879125622646
1593.0,1.0,0.8120833333333117,0.01999999999756388,3.8234605297041133,3.7684605297065494
1594.0,1.0,0.8119444444444228,0.019999999997619245,3.82333315874893,3.7683331587513105
1595.0,1.0,0.8118055555555339,0.019999999997673355,3.8232057996614603,3.7682057996637868
1596.0,1.0,0.811666666666645,0.019999999997726232,3.8230784524090096,3.768078452411283
1597.0,1.0,0.8115277777777561,0.01999999999777791,3.8229511169589574,3.7679511169611795
1598.0,1.0,0.8113888888888672,0.01999999999782841,3.82282379327875,3.7678237932809213
1599.0,1.0,0.8112499999999783,0.019999999997877764,3.8226964813359086,3.7676964813380307
1600.0,1.0,0.8111111111110894,0.019999999997925996,3.8225691810980216,3.7675691811000953
1601.0,1.0,0.8109722222222004,0.019999999997973132,3.8224418925327486,3.7674418925347752
1602.0,1.0,0.8108333333333115,0.019999999998019196,3.8223146156078185,3.767314615609799
1603.0,1.0,0.8106944444444226,0.019999999998064216,3.822187350291032,3.767187350292968
1604.0,1.0,0.8105555555555337,0.01999999999810821,3.8220600965502567,3.7670600965521484
1605.0,1.0,0.8104166666666448,0.01999999999815121,3.8219328543534314,3.76693285435528
1606.0,1.0,0.8102777777777559,0.019999999998193227,3.8218056236685616,3.7668056236703684
1607.0,1.0,0.810138888888867,0.01999999999823429,3.8216784044637246,3.76667840446549
1608.0,1.0,0.8099999999999781,0.019999999998274422,3.821551196707063,3.7665511967087886
1609.0,1.0,0.8098611111110892,0.01999999999831364,3.8214240003667928,3.766424000368479
1610.0,1.0,0.8097222222222002,0.019999999998351968,3.821296815411192,3.76629681541284
1611.0,1.0,0.8095833333333113,0.019999999998389424,3.8211696418086127,3.7661696418102233
1612.0,1.0,0.8094444444444224,0.019999999998426027,3.8210424795274696,3.7660424795290433
1613.0,1.0,0.8093055555555335,0.0199999999984618,3.82091532853625,3.765915328537788
1614.0,1.0,0.8091666666666446,0.01999999999849676,3.8207881888035047,3.7657881888050078
1615.0,1.0,0.8090277777777557,0.019999999998530922,3.8206610602978537,3.7656610602993226
1616.0,1.0,0.8088888888888668,0.01999999999856431,3.8205339429879834,3.765533942989419
1617.0,1.0,0.8087499999999779,0.01999999999859694,3.820406836842648,3.7654068368440505
1618.0,1.0,0.808611111111089,0.019999999998628826,3.8202797418306673,3.7652797418320385
1619.0,1.0,0.8084722222222,0.01999999999865999,3.820152657920929,3.7651526579222687
1620.0,1.0,0.8083333333333111,0.019999999998690444,3.8200255850823845,3.765025585083694
1621.0,1.0,0.8081944444444222,0.019999999998720208,3.8198985232840545,3.7648985232853343
1622.0,1.0,0.8080555555555333,0.019999999998749296,3.8197714724950234,3.7647714724962738
1623.0,1.0,0.8079166666666444,0.01999999999877772,3.819644432684442,3.764644432685664
1624.0,1.0,0.8077777777777555,0.0199999999988055,3.819517403821526,3.7645174038227203
1625.0,1.0,0.8076388888888666,0.01999999999883265,3.8193903858755585,3.764390385876726
1626.0,1.0,0.8074999999999777,0.01999999999885918,3.8192633788158856,3.7642633788170263
1627.0,1.0,0.8073611111110888,0.019999999998885108,3.819136382611919,3.764136382613034
1628.0,1.0,0.8072222222221999,0.019999999998910445,3.8190093972331343,3.764009397234224
1629.0,1.0,0.807083333333311,0.019999999998935206,3.818882422649075,3.76388242265014
1630.0,1.0,0.806944444444422,0.019999999998959406,3.818755458829345,3.7637554588303854
1631.0,1.0,0.8068055555555331,0.019999999998983057,3.8186285057436153,3.763628505744632
1632.0,1.0,0.8066666666666442,0.01999999999900617,3.818501563361617,3.7635015633626105
1633.0,1.0,0.8065277777777553,0.019999999999028756,3.818374631653151,3.763374631654122
1634.0,1.0,0.8063888888888664,0.01999999999905083,3.818247710588076,3.7632477105890247
1635.0,1.0,0.8062499999999775,0.019999999999072402,3.8181208001363194,3.763120800137247
1636.0,1.0,0.8061111111110886,0.019999999999093483,3.8179939002678664,3.7629939002687727
1637.0,1.0,0.8059722222221997,0.019999999999114084,3.8178670109527704,3.762867010953656
1638.0,1.0,0.8058333333333108,0.019999999999134217,3.817740132161144,3.7627401321620098
1639.0,1.0,0.8056944444444218,0.019999999999153893,3.8176132638631657,3.7626132638640115
1640.0,1.0,0.8055555555555329,0.019999999999173124,3.8174864060290723,3.762486406029899
1641.0,1.0,0.805416666666644,0.019999999999191918,3.8173595586291684,3.7623595586299765
1642.0,1.0,0.8052777777777551,0.01999999999921028,3.8172327216338164,3.762232721634606
1643.0,1.0,0.8051388888888662,0.01999999999922823,3.8171058950134436,3.762105895014215
1644.0,1.0,0.8049999999999773,0.01999999999924577,3.8169790787385365,3.7619790787392904
1645.0,1.0,0.8048611111110884,0.019999999999262913,3.8168522727796454,3.7618522727803825
1646.0,1.0,0.8047222222221995,0.019999999999279663,3.8167254771073806,3.761725477108101
1647.0,1.0,0.8045833333333106,0.019999999999296036,3.816598691692416,3.76159869169312
1648.0,1.0,0.8044444444444216,0.019999999999312033,3.816471916505483,3.7614719165061707
1649.0,1.0,0.8043055555555327,0.01999999999932767,3.816345151517379,3.7613451515180514
1650.0,1.0,0.8041666666666438,0.01999999999934295,3.8162183966989565,3.7612183966996136
1651.0,1.0,0.8040277777777549,0.019999999999357882,3.8160916520211337,3.7610916520217756
1652.0,1.0,0.803888888888866,0.019999999999372475,3.8159649174548846,3.760964917455512
1653.0,1.0,0.8037499999999771,0.019999999999386738,3.815838192971249,3.760838192971862
1654.0,1.0,0.8036111111110882,0.019999999999400674,3.81571147854132,3.7607114785419196
1655.0,1.0,0.8034722222221993,0.019999999999414295,3.815584774136258,3.7605847741368437
1656.0,1.0,0.8033333333333104,0.019999999999427608,3.8154580797272764,3.7604580797278486
1657.0,1.0,0.8031944444444215,0.019999999999440618,3.8153313952856536,3.760331395286213
1658.0,1.0,0.8030555555555325,0.01999999999945333,3.8152047207827233,3.76020472078327
1659.0,1.0,0.8029166666666436,0.019999999999465754,3.8150780561898823,3.7600780561904164
1660.0,1.0,0.8027777777777547,0.019999999999477897,3.814951401478582,3.7599514014791042
1661.0,1.0,0.8026388888888658,0.019999999999489763,3.814824756620338,3.7598247566208483
1662.0,1.0,0.8024999999999769,0.019999999999501358,3.8146981215867193,3.759698121587218
1663.0,1.0,0.802361111111088,0.01999999999951269,3.814571496349357,3.759571496349844
1664.0,1.0,0.8022222222221991,0.019999999999523763,3.8144448808799405,3.7594448808804164
1665.0,1.0,0.8020833333333102,0.019999999999534588,3.814318275150216,3.7593182751506813
1666.0,1.0,0.8019444444444213,0.019999999999545166,3.8141916791319885,3.759191679132443
1667.0,1.0,0.8018055555555323,0.019999999999555502,3.8140650927971205,3.759065092797565
1668.0,1.0,0.8016666666666434,0.019999999999565605,3.813938516117533,3.758938516117967
1669.0,1.0,0.8015277777777545,0.01999999999957548,3.813811949065205,3.7588119490656293
